-721,4339,1609584458448,-456.36
-685,4339,1609584459444,
-685,4339,1609584460446,
-333,4339,1609584461444,
-283,4339,1609584462446,
-400,4339,1609584463972,
-367,4339,1609584464975,
-367,4339,1609584465983,
-359,4339,1609584466985,
-425,4339,1609584467996,
-425,4339,1609584469238,
-719,4339,1609584470596,
-535,4339,1609584471957,
-375,4339,1609584472962,
-415,4339,1609584473970,
-415,4339,1609584474971,
-378,4339,1609584475972,
-387,4339,1609584476973,
-387,4339,1609584477974,
-255,4339,1609584478978,
-343,4339,1609584479978,
-442,4339,1609584480980,
-442,4339,1609584481979,
-881,4339,1609584484384,
-385,4339,1609584485386,
-833,4339,1609584487393,-642.88
-247,4339,1609584488398,
-857,4339,1609584490265,
-364,4339,1609584491270,
-853,4339,1609584492889,
-853,4339,1609584493893,
-774,4339,1609584495623,
-774,4339,1609584496629,
-638,4339,1609584498258,
-849,4339,1609584500502,
-369,4339,1609584501502,
-771,4339,1609584502990,
-771,4339,1609584503989,
-863,4339,1609584505423,
-872,4339,1609584507702,
-311,4339,1609584508717,
-311,4339,1609584509714,
-336,4339,1609584510714,
-360,4339,1609584511715,
-360,4339,1609584512732,
-871,4339,1609584516236,
-871,4339,1609584517238,
-786,4339,1609584520490,
-787,4339,1609584524392,
-391,4339,1609584525404,
-387,4339,1609584526399,-492.52
-387,4339,1609584527414,
-401,4339,1609584528415,
-357,4339,1609584529430,
-357,4339,1609584530426,
-361,4339,1609584531427,
-244,4339,1609584532424,
-783,4339,1609584535634,
-333,4339,1609584536637,
-333,4339,1609584537638,
-371,4339,1609584538654,
-356,4339,1609584539657,
-875,4339,1609584543213,
-261,4071,1609584544219,
-867,4071,1609584548259,
-867,4071,1609584549261,
-374,4071,1609584550262,
-372,4071,1609584551263,
-372,4071,1609584552263,
-327,4071,1609584553263,
-780,4071,1609584556459,
-294,4071,1609584557471,
-916,4071,1609584560873,
-466,4060,1609584561874,
-872,4060,1609584565766,-516.576923076923
-872,4060,1609584566768,
-383,4060,1609584567768,
-367,4060,1609584568779,
-367,4060,1609584569784,
-283,4060,1609584570785,
-271,4060,1609584571786,
-257,4060,1609584572787,
-877,4060,1609584576852,
-398,4060,1609584577867,
-772,4060,1609584581926,
-772,4060,1609584582930,
-249,4060,1609584583930,
-242,4060,1609584584936,
-261,4060,1609584585946,
-261,4060,1609584586946,
-247,4060,1609584587944,
-240,4060,1609584588946,
-860,4060,1609584594845,
-860,4060,1609584595862,
-826,4060,1609584601863,
-605,4060,1609584602873,
-806,4060,1609584609097,
-402,4060,1609584610104,
-803,4060,1609584615941,
-278,4060,1609584616941,-508.153846153846
-811,4060,1609584622613,
-811,4060,1609584623613,
-797,4060,1609584629290,
-775,4060,1609584635716,
-775,4066,1609584636722,
-801,4066,1609584642898,
-801,4066,1609584643912,
-248,4066,1609584644909,
-272,4066,1609584645916,
-272,4066,1609584646917,
-249,4066,1609584647926,
-848,4066,1609584654413,
-550,4066,1609584655421,
-797,4066,1609584661504,
-284,4066,1609584662521,
-801,4066,1609584668541,
-281,4066,1609584669555,
-246,4066,1609584670561,
-246,4066,1609584671566,
-272,4066,1609584672569,
-291,4066,1609584673576,
-291,4066,1609584674573,
-347,4066,1609584675587,
-257,4066,1609584676584,
-811,4066,1609584685510,
-811,4069,1609584686523,
-760,4069,1609584695460,
-760,4069,1609584696468,
-798,4069,1609584705587,
-740,4069,1609584706604,
-828,4069,1609584715738,-461.62962962963
-538,4069,1609584716738,
-842,4069,1609584725438,
-296,4050,1609584726442,
-879,4050,1609584735472,
-256,4050,1609584736474,
-769,4050,1609584745391,
-769,4050,1609584746400,
-265,4050,1609584747407,
-271,4050,1609584748400,
-768,4050,1609584757101,
-768,4050,1609584758110,
-261,4050,1609584759112,
-815,4050,1609584768216,
-322,4050,1609584769230,
-296,4050,1609584770235,
-296,4050,1609584771243,
-259,4050,1609584772254,
-259,4050,1609584773257,
-259,4050,1609584774267,
-242,4050,1609584775269,
-256,4050,1609584776271,
-812,4050,1609584785727,
-311,4138,1609584786735,
-276,4138,1609584787737,
-276,4138,1609584788743,
-275,4138,1609584789753,
-252,4138,1609584790753,
-799,4138,1609584799463,
-799,4138,1609584800475,
